Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track
Don't,Bryson Tiller,2015-05-20,USRC11501052,4058,21,1281704427,1277,342709,37,506308579,3063149,182529,26576921,266064027,52266003,47,29081,86,15,237407,3,644840340,265115,3265268,854584,0
Little Do You Know,Alex & Sierra,2014-01-01,USSM11404193,4077,21,732651478,76941,29043662,65,511428536,5924267,1005996,76255229,663477196,18664403,37,198,86,20,83357,8,475143620,284882,3265268,1350264,0
Travesuras,Nicky Jam,2014-01-27,COC011329796,4078,21,308811426,35237,11639231,61,1182676666,3048769,279517,1805891,24662350,247807333,46,13710,89,24,104500,17,204533906,119930,3265268,4690577,0
Mayor Que Usted - Single,NATTI NATASHA,2022-06-17,USB272200101,4068,21,120404381,17334,6356554,54,217520607,1240522,182529,26576921,266064027,225074756,17,22234,189,6,61127,13,15594160,1357,3265268,446475,0
Tï¿½ï¿½moignage (Live) - Si,Eunice Manyanga,2022-11-28,USL4Q2261458,4067,21,740008,335,8055,34,22163251,83415,1489200,4126117,81729317,97746040,1,5953,86,15,237407,17,12735768,7818,3265268,106673,0
Alch Si,Carin Leon,2023-11-30,BK4DA2323373,4061,21,125938742,6042,9378348,67,44462722,287551,182529,26576921,266064027,273265348,5,5953,86,10,8755716,13,12735768,7818,3265268,306536,0
FARDOS,JC Reyes,2024-02-16,BK4DA2403089,4072,21,52585215,5947,11632200,71,17820860,131403,182529,26576921,266064027,80680292,9,1988,86,7,537320,4,12735768,7818,3265268,175168,0
Martini,Dei V,2024-04-25,QZWA32200524,4073,21,19104053,2466,16540673,72,7306812,69075,182529,26576921,266064027,337420,11,24,86,2,34690,8,47845,43,184639,65699,1
Favorite Song (Versions) - Single,Toosii,2023-02-17,USUM72302519,4066,21,11923405,2423,1259173,41,148269610,1257935,1499296,63387833,527232531,97746040,1,281,86,15,237407,8,269872,4453,3265268,151982,0
WE STILL DON'T TRUST YOU,Future,2024-04-12,USSM12403103,4062,21,19420471,5261,2177045,67,2121380,35442,182529,26576921,266064027,97746040,1,27,86,15,237407,17,149594,198,3265268,91683,1
We Love You Tecca 2,Lil Tecca,2021-08-27,USUM72113387,4069,21,318061543,75726,14866086,73,44097619,664394,209608,39645243,300555534,3338216,4,99,11,15,237407,9,2366166,13479,3265268,284740,0
538 Hitzone 58,Adele,2011-07-07,NLD141100065,4080,21,239850720,39,10847,67,2403713406,11349859,182529,26576921,266064027,1836056376,28,5953,86,15,237407,17,12735768,7818,3265268,854584,0
Mil Veces,Anitta,2023-10-20,USUG12307259,4070,21,58594676,4863,7797990,67,51423861,642905,161312,47894998,539493388,81965895,16,8512,86,34,952107,25,140407,124,3265268,163905,0
Yaar Ka Sataya Hua Hai,B Praak,2023-07-03,INUM72300807,4060,21,45306335,1868,1204901,54,147259041,1596909,39300,1536089,42269499,85756632,28,371,86,15,237407,3,178,7818,3265268,88781,0
For All The Dogs,Drake,2023-10-06,USUG12306079,4075,21,64168685,21270,4593922,67,8485348,63704,182529,983,11535,32269965,6,57,86,15,237407,1,3126381,1798,3265268,222113,1
King''s Dead (with Kendrick Lamar & Future),Jay Rock,2018-01-12,USUM71714093,4081,21,597167984,106817,22130665,65,229946161,2833259,829396,189935359,1101118641,16932626,84,2107,38,27,106997,16,85519386,49601,2310759,2571189,1
ONE (Original Never Ends),Badshah,2018-08-17,INS171806603,4056,21,2574126,400,134449,27,1033803791,4709012,158,16676,2785871,100641302,4,150,86,15,237407,2,462916,7818,3265268,17003,0
Off The Record,IVE,2023-10-06,QMDA72364151,4064,21,58048453,6562,1953126,67,67978137,688436,86755,5327214,51771253,567722458,9,518,86,3,377,9,143565,87,210536,118130,0
RUSH!,Mï¿½ï¿½ne,2023-01-20,ITB002200844,4057,21,166942258,24993,16530205,71,23143608,205874,8410,2746100,39481015,65085,26,62922,17,36,472187,19,2760534,758,3265268,1172656,0
Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,USUM72013354,4065,21,234889039,106769,6840214,62,121584355,1028988,116976,8193597,118304933,9912,12,224,86,3,68030,17,18538610,3946,3265268,754490,1
Views,Drake,2016-04-29,USCM51600088,4074,21,1052473730,126251,30938220,68,10990620,127032,822513,34368983,308797315,97746040,176,28897,1,33,256100,22,363023813,129377,3265268,4577263,1
Alone,Rod Wave,2022-08-09,USQX92203746,4098,21,64562541,14704,1868777,55,63051891,588504,28159,4803835,38123007,177562407,11,1310,181,1,2011,3,20018298,19518,14854093,262393,1
Veggie Dance (Remix) - Single,Gracie's Corner,2024-05-31,CH7819500531,4091,21,173242,19,378669,67,7618257,63190,226,26576921,266064027,97746040,28,5953,86,15,237407,17,2218,115,3265268,3079,0
One Up,Central Cee,2022-10-13,US39N2202101,4101,21,130784398,51124,9618606,62,36578844,497282,6745,1883130,32710454,188396283,10,725,484,3,14835,9,194128,195,3265268,222376,0
Idfc,blackbear,2014-10-26,TCACB1407069,4117,21,703008289,107737,27795750,65,676519290,8302787,460509,154879439,1202118262,224802094,13,24,4,5,7400,1,136776071,102864,3265268,7920489,1
Revisando El Celu,HCTM,2022-08-03,SGB502230698,4093,21,8761,12,1508,67,30515,811,2300000,15589426,290930740,97746040,28,5953,86,15,237407,17,12735768,7818,3265268,7836,0
"Not Ramaiya Vastavaiya (From ""Jawan"")",Anirudh Ravichander,2023-08-29,INS182302435,4085,21,46879854,2866,999328,67,122041931,1323316,182529,26576921,266064027,156331427,6,528,86,15,237407,6,12735768,7818,3265268,36868,0
"Are You Going to See the Rose in the Vase, or the Dust on the Table",$uicideboy$,2024-04-19,QZAPK2000495,4116,21,28870396,4298,15228224,78,2640169,75740,182529,26576921,266064027,1569095,2,3,103,3,77456,3,522361,224,3265268,854584,1
Loud (Japan Version),Rihanna,2010-01-01,USUM71023200,4090,21,1085436198,192284,82258717,78,162454294,1193141,853,131167,1513290,97746040,113,227403,212,70,1528409,40,507023502,273933,1394635,6724803,0
OTW,Khalid,2018-04-20,USRC11801716,4087,21,623201391,89059,15406560,63,221457313,1349006,10462,916392,10583591,14234132,57,14634,11,23,135840,7,267823391,61526,3265268,2434197,1
Who Needs Love,Trippie Redd,2019-11-19,QZJ841900065,4107,21,238027193,60128,8306828,4,79782493,1147086,5653,2048070,13194733,1105379,16,8,86,6,107847,17,11167136,19422,39901762,340905,1
Crash Recoil,Surgeon,2023-03-17,DEF272335104,4115,21,37199,138,30013,11,223830750,451451,182529,26576921,266064027,97746040,28,3,86,15,237407,17,245,7818,3265268,854584,0
Hit Different,SZA,2020-09-04,USRC12002998,4097,21,254979267,50550,13267378,63,234785367,2333652,56460,10523558,76024269,1748619,86,46258,19,32,760820,28,64371686,18949,1578488,961364,1
Como En Los Viejos Tiempos - Single,Eden Muï¿½ï,2023-11-20,QZYYM2300004,4088,21,37831332,2880,3850183,67,60890936,243887,182529,748585,13570678,316358406,9,5168,3,6,60268,1,6537667,835,3265268,304233,0
ýýýýýýýýý ýýýýýý ýýýýýýýýýýýý,Bebefinn,2022-10-28,KRE672200293,4110,21,239850720,3,29,67,294039774,440593,182529,21660,1606012,97746040,28,5953,86,15,237407,17,12735768,7818,3265268,854584,0
Forever - EP,Laddi Chahal,2022-11-16,DGA062247225,4082,21,152564352,10841,5578293,65,179053648,1433419,152500,2597157,34263765,795121,10,30,86,15,237407,4,12735768,7818,3265268,170858,0
Un Cigarrillo,Chencho Corleone,2023-05-04,QZXSR2300001,4109,21,113402349,14752,9813030,66,69436829,416921,34800,2064549,32900841,33684945,15,14160,208,9,93689,9,8088042,838,3265268,471584,0
Nhï¿½ï¿½ï¿½ Ngï¿½ï¿½ï¿½ï¿½ï¿½i Hay Nhï¿½ï¿½,Chau Dang Khoa,2021-04-30,QZMHN2025919,4096,21,30269,40,6367,67,148269610,1257935,3665693,73808514,1603097724,97746040,28,5953,86,15,237407,17,12735768,7818,3265268,854584,0
Jeremih (Edited Version),Jeremih,2009-01-01,USUM70959630,4099,21,481414844,93752,22844956,65,324947792,2954295,9,30028,258300,23357713,36,21097,8,8,113774,14,442778851,1426966,3265268,3371435,0
Paradise,Sophie and the Giants,2023-06-16,DEUM72307270,4112,21,31823450,7077,7832473,60,3419656,26067,182529,26576921,266064027,97746040,23,121303,86,26,234938,18,12735768,7818,3265268,957656,0
Grandes Clï¿½ï¿½sicos Infantiles (Vol,El Reino Infantil,2010-04-20,ARF060903046,4086,21,3415634,316,287926,34,2160514390,2891961,463,8474,501700,97746040,28,5953,86,15,237407,17,12735768,7818,3265268,109,0
Te Ire a Buscar,Santa Fe Klan,2019-06-18,USHM21919246,4106,21,305231016,27465,4259174,66,647042101,3851962,63528,12891074,130611371,2652958,10,20,86,8,160804,7,13218062,4082,3265268,667427,0
DORA - Single,FARIANA,2024-03-14,QM4TX2443952,4100,21,11328011,1389,3210604,64,30326697,282371,1804,18400796,165220930,8850495,8,513,588,3,6496,6,347060,134,3265268,186737,1
Better Place (From TROLLS Band Together),*NSYNC,2023-09-29,USRC12301385,4095,21,69041864,10118,7035846,67,27951941,273780,13519,6248728,57013361,65010,31,44,19,19,77583,36,7400345,18047,3265268,877878,0
Spicy Margarita,Jason Derulo,2024-01-25,USAT22314111,4118,21,37640497,4937,3578804,4,8782557,173663,182529,349900,11800000,102714703,10,20426,86,10,45058,42,1291893,1211,3265268,461736,0
Cry,Cigarettes After Sex,2019-10-25,USBQU1900121,4105,21,499764238,79594,30626148,78,100443510,1071510,86986,72851545,438475493,594980,3,114,86,4,116015,4,2025228,2070,14935595,1822950,0
Tequila,Dan + Shay,2018-01-10,USWB11702518,4092,21,601987422,52580,11498486,65,54165764,456799,82872,4294884,43174144,3693637,3,204810,138,5,1242,60,324897256,142351,9599130,854584,0
Energy,Digga D,2023-03-09,GB2DY2300114,4113,21,43078993,31275,2195709,52,10699230,123634,134000,30597301,306310318,97746040,9,3645,103,15,237407,5,28410,47,4102693,128246,1
All The Right Reasons (15th Anniversary Expanded Edition),Nickelback,2020-10-02,USRH12000116,4084,21,537623170,4310,1312897,66,148269610,1257935,182529,26576921,266064027,97746040,29,5953,86,15,237407,7,297540832,303019,3265268,854584,0
Amorfoda,Bad Bunny,2018-02-15,TCADM1875911,4111,21,3397421,1410,314487,67,1134960177,8754011,182529,26576921,266064027,174940178,28,5953,86,15,237407,17,12735768,7818,3265268,854584,0
ýýýýýýýýýýýý,Omoinotake,2024-01-24,JPU902305217,4114,21,46082088,1755,5204396,72,45934211,265825,182529,26576921,266064027,541294021,36,442,86,1,9615,3,12735768,7818,3265268,290079,0
DIMENSION : ANSWER,ENHYPEN,2022-01-10,USA2P2146748,4102,21,283455095,30103,7031163,68,153119745,2763024,574323,302839855,2468865989,118249917,9,3305,21,2,6152,14,1479536,1384,3265268,401676,0
RUSH!,Mï¿½ï¿½ne,2023-01-20,ITB002301189,4083,21,119853822,19565,11856255,67,37691895,577863,5020,3012428,47259081,18252082,41,81324,158,28,322293,39,2063738,533,174913,800498,0
What A Man Gotta Do,Jonas Brothers,2020-01-17,USUG11904422,4104,21,505295731,47908,25022588,64,151335556,1772300,25388,5343796,48126470,97714946,76,211790,222,36,463898,46,51486501,36350,208843,2572578,0
Gyal You a Party Animal (Sped Up) - Single,Charly Black,2022-12-16,FR81J2300013,4089,21,36044532,9007,1425539,51,148269610,1257935,1514400,280329364,3580517630,97746040,1,12,86,15,237407,1,12735768,7818,3265268,89527,0
Do It Again,Pia Mia,2015-05-04,USUM71505606,4094,21,520407542,64298,14431993,66,648838091,2919414,3394835,66783189,523812670,158640173,24,112,86,9,64296,17,42513830,36476,589758,233549,1
Di Mochkila,Oualid,2024-01-05,NL4LA2300002,4103,21,7506086,2054,1830094,67,63598076,407070,182529,26576921,266064027,75106131,1,669,86,15,237407,17,12735768,7818,3265268,126726,0
Lemon,Kenshi Yonezu,2018-03-14,JPU901800227,4108,21,194955459,27767,4609513,63,918297076,3387075,10560,2261247,19949350,585794619,39,1953,86,3,7049,4,163464,594,3265268,608684,0
Margiela,Ezhel,2023-10-26,QMFME2377602,4135,20,66553836,11570,1999209,67,33759085,174360,85785,4651599,101413456,206584406,5,1632,86,3,6799,17,12735768,7818,3265268,133037,1
Me and My Brother,5ive,2019-07-12,USQX91901641,4131,20,111894875,36302,1840798,59,113044166,1165613,1110500,57069383,505795992,97746040,1,9,86,15,237407,17,12735768,7818,42037834,854584,1
Tha Carter IV (Deluxe),Lil Wayne,2011-01-01,USCM51100147,4130,20,302419750,54906,12043337,61,369321004,2498223,61167,5309565,64070340,36077730,25,10909,7,7,32140,9,516218858,1208821,3265268,2070955,0
A Tu Manera,Junior H,2024-02-16,QZ9QQ2400131,4138,20,60248282,3109,4140595,67,28873716,428928,182529,26576921,266064027,395098267,5,51,86,4,1290245,2,2542304,782,33816,134122,0
CHECKMATE,ITZY,2022-07-15,US5TA2200033,4128,20,95952617,10516,3921848,56,259567120,4792675,94849,110711487,745339618,136531328,7,1906,54,4,9169,16,320748,429,3265268,203035,0
TU DUO FAVORITO,YSY A,2023-09-06,QZNJZ2390819,4142,20,116625807,13718,8793008,72,53669961,300699,182529,42,305,1485906,28,108,86,5,287329,9,221,7818,3265268,57601,0
LET THE WORLD BURN,Chris Grey,2024-03-08,QZZ662445642,4136,20,35384383,3522,9365423,74,9732061,192816,182529,26576921,266064027,97746040,4,5953,86,15,237407,17,123192,766,1164565,91407,1
Solar Eclipse,YoungBoy Never Broke Again,2018-01-11,USAT21705449,4134,20,99037719,22065,2853491,55,183585531,1079875,15596,3651900,21367061,3933494,7,43,86,1,4717,17,69290303,41418,74211875,470384,1
Before You Go EP,Lewis Capaldi,2020-01-24,DEUM72000017,4120,20,52223414,4281,4580882,55,148269610,1257935,3360,1029619,13055824,97746040,6,736661,86,9,31545,17,2751360,4551,3265268,145876,0
NewJeans 2nd EP 'Get Up',NewJeans,2023-07-21,USA2P2330074,4133,20,112730335,14089,1750375,67,60693447,1433258,99500,22267739,205967218,9441934,5,216,2,15,237407,2,460358,372,3265268,118065,0
Colors (Deluxe),YoungBoy Never Broke Again,2022-01-21,USAT22200200,4119,20,53849840,27244,2184520,60,60416082,619963,23588,5255275,40727724,265664414,28,528,4,15,237407,17,2506210,7341,20423284,354115,1
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,USUG12402543,4140,20,72634553,2185,14312275,67,6010840,84048,182529,26576921,266064027,97746040,6,48,86,15,237407,21,651838,393,3265268,854584,0
Vivencias - Single,Kayz66,2024-06-07,QZNWT2449758,4121,20,11495032,4,2765,67,148269610,1257935,182529,26576921,266064027,97746040,28,5953,86,15,237407,17,12735768,7818,3265268,162862,1
Rude Boy (Superbowl Klean) - Single,DJ San,2023-02-21,QZDA82340022,4127,20,121283,195,9168,67,230828310,3555140,182529,26576921,266064027,97746040,28,447,86,15,237407,17,12735768,7818,3265268,39003,1
My Turn,Lil Baby,2020-02-28,USUG12000045,4122,20,198573138,71523,11208233,61,63795996,496579,134785,27420940,279168145,6268640,25,855,86,2,54,2,65628419,6801,23718086,451842,1
Sleazy Flow (Remix),SleazyWorld Go,2022-05-26,USUG12202987,4129,20,127742133,48520,14617698,58,148269610,1257935,17628,4707388,45573722,97746040,20,49234,133,15,237407,18,51580146,8433,3265268,806866,1
Proof,BTS,2022-06-10,USA2P2226298,4132,20,439395056,23010,21676194,71,148269610,1257935,1159736,489821873,2849048545,97746040,6,1176,86,2,25844,9,1661771,2708,3265268,951555,0
Never Sleep,NAV,2022-07-29,USUM72214489,4123,20,130902100,56267,17813781,56,24521973,347778,75,72402,505539,4036644,29,3981,165,6,439423,11,19232624,1120,3265268,555191,1
Barbie The Album,Ryan Gosling,2023-07-21,USAT22305736,4124,20,126219979,18525,2916952,60,28725678,608921,97794,79338367,560299833,1863971072,22,5953,18,4,39010,14,998674,8241,3265268,363187,0
Sugardaddy - Single,Roxy Dekker,2024-04-04,NL9RM2300006,4141,20,33677357,4771,7366163,73,2034940,16504,182529,26576921,266064027,2606582,8,4571,86,14,489644,17,12735768,7818,3265268,34753,0
"P. Advisory, part 1",DJ Khaled,2017-12-29,FR0Z50033946,4139,20,239850720,32312,13264111,67,1189768676,6332571,182529,26576921,266064027,243264399,28,5953,86,15,237407,17,12735768,7818,3265268,854584,0
In Your Eyes (feat. Alida),Robin Schulz,2020-01-10,DEA621901341,4126,20,335496248,59904,11559966,56,152789030,979615,142462,22247545,213316577,44264997,60,179093,86,55,995213,11,1642602,7818,2552411,5004409,0
Save Me (with Lainey Wilson),Jelly Roll,2023-05-11,QMRSZ2300359,4125,20,95946720,13156,15537858,6,148269610,1257935,182529,26576921,266064027,97746040,28,5953,86,15,7631939,17,99124323,25582,3265268,854584,0
Woo Shit,DUSTY LOCANE,2020-08-06,USUYG1329885,4137,20,153213678,70131,7126412,53,66414830,840510,105736,102787553,648833938,4166998,8,1242,86,2,285,17,1830754,2960,23893875,642918,1
GO (feat. Juice WRLD),The Kid LAROI,2020-06-12,USSM12003703,4146,20,488253341,108963,14479778,63,100109974,1553178,30990,14133727,89767528,9762188,44,1100,86,23,129806,5,16247484,11503,3265268,854584,1
BeVerly Hills BoYfRiEnd,Claire Rosinkranz,2020-08-14,QZHN62022495,4168,20,271235105,63488,12356624,60,89752088,1466031,1505601,365097927,2633643813,2461843,29,4084,526,8,16632,6,9035636,7104,3265268,676098,0
Absolute Greatest,Queen,2009-11-16,GBCEE0900148,4147,20,2486908570,264,18456,67,2036268766,14592615,182529,26576921,266064027,1516220978,28,5953,86,15,237407,17,12735768,7818,3265268,854584,0
Back It Up and Dump It (Dump Truck),GC Eternal,2013-07-09,QMT571100025,4169,20,10019831,3056,2201159,55,2990740,46453,2936600,193909814,1685552133,6013908,1,7,79,1,19564,12,12735768,7818,3265268,66875,0
Talaarawan - EP,BINI,2024-03-08,PHS032402600,4156,20,58823260,1070,13784216,78,30355534,290040,182529,2121743,25814718,36077293,5,190,86,2,74524,17,12735768,7818,3265268,13910,0
Skyfall,Adele,2012-10-04,GBBKS1200164,4159,20,694094195,116469,65565928,78,619905722,4186117,235100,79381856,510915665,346275194,60,35051,86,55,596330,22,82919152,284932,3265268,8333219,0
Groove So Much !,Sean Kingston,1998-04-03,USSM10701781,4155,20,178339925,189706,77373837,72,1499385808,12220360,7779004,94939587,803719645,193830298,100,17526,89,75,792050,12,208219623,222153,3265268,4403782,0
Saawariya,Aastha Gill,2021-10-08,INS172104096,4153,20,28805237,1873,836098,45,153101388,1717781,2100000,11995964,212490319,97746040,1,270,86,15,237407,1,12735768,7818,3265268,105909,0
Mon amour,Slimane,2023-11-08,FRDZ22300550,4157,20,53969524,4597,8850447,63,33219103,317942,8208,197907,4711140,109136641,30,25988,86,36,17495352,27,9595,26,3265268,470221,0
ýýýýýýýýýýýýýý ýýýýýýýý,ýýýýýýýýýýýý ýýýýýýýýýýýýýý,2021-01-20,FR10S2137488,4151,20,21970517,11053,436364,45,455300901,1789364,187100,17952393,433329532,1129669,17,11,86,2,5452,17,12735768,7818,3265268,2938941,0
ýýýýýýýýýý ýýýýýýýýýýýý (ýýýýýýýýýýýýýý),5ï¿½ï¿½ï¿,2023-06-02,RUA1D2354001,4162,20,7375613,3903,471206,54,136297891,653910,107200,8177945,130470945,409137727,4,1586,86,15,237407,17,12735768,7818,3265268,854584,0
Fly high to cloud nine,Terry Flow,2022-09-12,QZNWV2289511,4165,20,752826,6,15634,13,148269610,1257935,182529,26576921,266064027,97746040,28,5953,86,15,237407,17,12735768,7818,34268178,1,1
Rainfall,Tom Santa,2022-02-18,GBUM72200893,4167,20,164856432,76735,44649643,70,13263610,131789,620,141091,1806528,97746040,10,393,51,17,26550,14,4678,77,3265268,473453,0
Por el Resto de Tu Vida,Christian Nodal,2023-01-27,QZQPC2100077,4150,20,199953495,13323,14658527,70,107763494,557859,182529,26576921,266064027,122418280,17,12281,24,12,334029,23,20451203,1814,3265268,464296,0
Earth,Lil Dicky,2019-04-18,QMRSZ1900492,4152,20,211158013,32331,3138494,54,522628926,13614101,492800,61379665,512503154,160837250,5,167,86,5,2418,2,4932099,113373,3265268,1007773,1
23 Preguntas - Single,Anuel AA,2021-08-23,QMFME2196017,4158,20,154250706,31969,7964623,66,284578688,1844499,48300,5657914,57372493,25292068,20,1699,86,7,2284818,6,8480611,2227,3265268,435928,1
Souk,Samara,2024-05-06,LBA0H2009248,4145,20,1477559,107,794717,67,17185672,182233,182529,26576921,266064027,97746040,2,1,86,1,62559,17,158,7818,3265268,27583,1
Mi Gata - Single,Standly,2021-11-11,QZNWY2151576,4154,20,141747648,34061,3059194,57,66264480,524414,1199989,149254337,2053061623,97746040,6,2279,86,2,2051,17,12735768,7818,3265268,2195940,0
Visionary,Farruko,2015-10-23,USSD11500378,4148,20,366268077,40643,11704627,63,1013772791,3053038,416000,66374357,600274227,150946913,28,4484,28,20,180869,12,115556623,30706,3265268,2925079,0
ROZE | DJ TAO Turreo Sessions #22,DJ Tao,2023-11-23,CLAA22300335,4161,20,64143264,8734,11153394,68,47157935,211960,182529,26576921,266064027,195623398,28,433,86,5,25450,7,12735768,7818,3265268,52060,0
Bilmem Mi?,Sefo,2021-07-09,QMFME2103846,4144,20,146709792,28310,3244623,41,321931791,1362201,216003,25515966,539098923,4574297,14,5698,86,6,28380,17,12735768,7818,3265268,854741,0
Tattoo (Remix),Rauw Alejandro,2020-07-09,USSD12000188,4160,20,623875921,59902,22906497,66,22048904,303027,1400298,56867167,550568367,10054807,133,25423,86,30,385759,14,28096261,6498,1995246,1587660,0
BORN PINK,BLACKPINK,2022-09-16,KRA402200029,4163,20,115237552,9312,6682567,55,243509528,5870222,12395,7237020,51526563,7676873,2,834,86,2,80569,15,885996,476,3265268,270240,0
Tombstone,Rod Wave,2021-03-24,USLD91731547,4164,20,137924605,30692,2764081,62,192748584,1699888,80511,23471473,142222723,277558051,26,72494,91,1,237407,9,75417301,47758,3265268,748828,1
From the Start,Good Kid,2023-11-10,QZW9K2346702,4143,20,55080421,11926,3221528,71,23281919,434199,182529,999225,7597358,97746040,28,113,86,15,237407,17,321187,435,1214062,124612,0
Pyramide,Werenoi,2024-02-15,FR10S2436039,4166,20,38079739,4948,4742178,66,19594813,135889,182529,26576921,266064027,86313983,20,3624,86,14,5731293,11,12735768,7818,3265268,336585,1
ýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýý,Galibri & Mavik,2021-05-19,RUA1D2117031,4149,20,25149668,13174,603919,48,406717108,1567948,242400,41005985,987819837,551347,17,282,86,1,56252,17,12735768,7818,3265268,2098943,0
Sobran Motivos - Single,Conjunto Rienda Real,2023-02-10,USA2P2304907,4171,20,145707423,11288,6908229,67,100716156,595346,182529,26576921,266064027,97746040,28,212,86,15,237407,2,19380361,7761,2490102,566844,0
Tacata (Remix),Tiagz,2023-12-22,USA2P2363165,4178,20,100634965,8790,29458776,67,19367095,200936,182529,26576921,266064027,1215044371,5,1910,86,2,3193,5,408770,1903,3265268,291674,1
Million Reasons,Lady Gaga,2016-10-06,USUM71609736,4175,20,825465124,71034,28288082,69,567425578,4410512,121710,4303879,38088467,1174849,106,4311,59,38,199760,54,158881679,90725,3265268,4351780,0
Can't Have Mine - Single,Dylan Scott,2022-02-18,USCRB2200013,4170,20,98538888,14642,4147528,60,16119088,140631,100893,6565030,66770114,299226,15,211013,41,1,87320,13,65659307,5819,3265268,532133,0
supï¿½ï,ýýýýýýýýýý,2023-08-11,QZPLS2305099,4188,20,63642484,15618,1035077,65,15786520,508672,305600,89199660,833809283,97746040,1,5953,86,15,237407,17,89501,93,3265268,400490,0
Encanto (Original Motion Picture Soundtrack),Diane Guerrero,2021-11-19,USWD12112916,4186,20,186607065,18815,9312393,62,278576205,1476391,182529,44231105,371511075,65338805,14,220,86,15,237407,2,36298502,27656,3265268,142768,0
NASTY SINGLES,NATTI NATASHA,2023-12-07,USB272300115,4179,20,9129729,1422,3777844,67,78290967,103564,182529,26576921,266064027,1621817535,4,5230,5,11,39011,12,12735768,7818,3265268,71640,0
Yankee 150 - Single,Yandel,2023-06-16,QM6P42372371,4189,20,126879048,19994,19160060,63,26943448,151763,1427,36122,389534,97746040,25,9665,5,8,120693,12,21058757,1446,525588,199309,1
Nuthin' 2 Prove,Lil Yachty,2018-10-19,USUG11801956,4176,20,296469547,71250,11753515,62,39687605,346501,2084,345341,2575024,6328,10,808,86,2,1406,17,17918824,20468,54722837,340817,1
Teenage Dream,Katy Perry,2010-01-01,USCA21001266,4172,20,921351898,110426,34757269,67,1126799119,5603400,110393,54883634,397746382,528140571,40,25625,16,21,81354,16,302855271,220209,3265268,4674619,0
X 100PRE,Bad Bunny,2018-12-23,QM7281884731,4191,20,410897040,71655,16804911,68,428412819,3256737,15791,10068979,79348588,26238783,37,5585,19,8,184206,3,47439393,26404,3265268,2764964,1
Soltera (Remix),Lunay,2019-05-10,USA2P1927909,4180,20,960753774,96971,42696430,67,148269610,1257935,151800,9253742,68313797,97746040,95,18263,10,19,206475,29,124205996,30729,9048845,1945500,0
Fine Day Anthem,Skrillex,2023-07-07,USAT22306616,4190,20,50471076,29417,28537805,65,6874694,138715,1161,228301,2893271,97746040,19,6190,165,11,28211,14,43293,142,3265268,437498,0
Aking Pahinga (feat. I-ghie) [Sped Up Version] - Single,Dro Perez,2022-12-15,QZTB62239239,4184,20,4671066,357,205254,39,148269610,1257935,1800000,21960206,257457879,97746040,28,5953,86,15,237407,17,12735768,7818,3265268,6026,0
Big Jet Plane,Restricted,2022-12-09,DEUM72208091,4185,20,104493081,40264,10835008,64,4214887,50258,6920,3447268,33784807,22312427,14,15281,86,16,213835,17,12735768,7818,3146790,722782,1
The American Dream Is Killing Me,Green Day,2023-10-24,USRE12300349,4181,20,15336055,4793,2283611,1,3725312,104259,142,187968,13261497,17026658,18,81755,192,7,90570,23,844692,298,3265268,181059,1
Sarah's Place (feat. Noah Kahan),Zach Bryan,2023-09-21,USWB12305747,4183,20,125267352,19156,3913622,67,1895430,9640,182529,204223,1436305,97746040,7,345,4,1,53340,24,8466580,2172,696721,91756,0
"Badass (From ""Leo"")",Anirudh Ravichander,2023-09-28,INS172309078,4174,20,80886056,4145,3673433,67,94460422,1977999,182529,152661,1917705,97746040,2,58,86,15,237407,18,2829,25,3265268,38070,0
La Clase,Grupo Los de la O,2021-11-12,QZMFV2000234,4182,20,274559147,28733,10567336,66,225016104,1056037,18000,8935584,98720581,97746040,7,11,4,15,237407,11,10537539,2620,2239350,592764,1
Pano,Zack Tabudlo,2021-12-06,PHUM72100441,4173,20,261275106,28281,15565070,64,212525130,1350970,384326,66481618,582712801,563870,13,1660,86,15,237407,17,53001,244,3265268,237547,0
For All The Dogs,Drake,2023-10-06,USUG12306081,4177,20,48556312,18674,2057602,67,3006021,43340,631,559278,4098401,97746040,5,154,5,15,237407,1,1338774,545,2264570,94446,1
Unorthodox Jukebox,Bruno Mars,2012-12-07,USAT21206701,4187,20,2106040891,231184,111114931,81,275768987,2172034,237576,72740220,624816222,27825601,104,152868,228,184,1054128,39,12735768,7818,3265268,854584,0
Here's To The Good Times,Florida Georgia Line,2012-01-01,USUM71207991,4210,20,455780340,62047,17493880,67,2801769,34063,32146,1143655,11785941,97746040,69,138702,281,5,6542,32,601741070,1027366,1839356,2690275,0
You Never Walk Alone,BTS,2017-02-13,KRA381700240,4201,20,563366391,4227,1081064,43,1138081643,19259795,145400,44951221,247725561,127694240,3,5953,86,1,187370,17,12735768,7818,3265268,1045304,0
